reporting_level,province,indicator,metric,data_year,unit_of_measurement,indicator_result
Provincial,Newfoundland and Labrador,Hip Replacement,90th Percentile,2021FY,Days,458.0
Provincial,Newfoundland and Labrador,Hip Replacement,Volume,2021FY,Number of cases,427.0
Provincial,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2021FY,Proportion,41.0
Provincial,Newfoundland and Labrador,Knee Replacement,50th Percentile,2021FY,Days,216.0
Provincial,Newfoundland and Labrador,Knee Replacement,90th Percentile,2021FY,Days,598.0
Provincial,Newfoundland and Labrador,Knee Replacement,Volume,2021FY,Number of cases,608.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,50th Percentile,2021FY,Days,17.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,90th Percentile,2021FY,Days,32.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,Volume,2021FY,Number of cases,59.0
Provincial,Newfoundland and Labrador,MRI Scan,50th Percentile,2021FY,Days,N/A
Provincial,Newfoundland and Labrador,MRI Scan,90th Percentile,2021FY,Days,N/A
Provincial,Newfoundland and Labrador,MRI Scan,Volume,2021FY,Number of cases,20195.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,50th Percentile,2021FY,Days,43.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,90th Percentile,2021FY,Days,85.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,Volume,2021FY,Number of cases,138.0
Provincial,Newfoundland and Labrador,Radiation Therapy,% Meeting Benchmark,2021FY,Proportion,98.0
Provincial,Newfoundland and Labrador,Radiation Therapy,50th Percentile,2021FY,Days,15.0
Provincial,Newfoundland and Labrador,Radiation Therapy,90th Percentile,2021FY,Days,22.0
Provincial,Newfoundland and Labrador,Radiation Therapy,Volume,2021FY,Number of cases,1075.0
Provincial,Nova Scotia,Bladder Cancer Surgery,50th Percentile,2021FY,Days,29.0
Provincial,Nova Scotia,Bladder Cancer Surgery,90th Percentile,2021FY,Days,90.0
Provincial,Nova Scotia,Bladder Cancer Surgery,Volume,2021FY,Number of cases,803.0
Provincial,Nova Scotia,Breast Cancer Surgery,50th Percentile,2021FY,Days,17.0
Provincial,Nova Scotia,Breast Cancer Surgery,90th Percentile,2021FY,Days,41.0
Provincial,Nova Scotia,Breast Cancer Surgery,Volume,2021FY,Number of cases,914.0
Provincial,Nova Scotia,CABG,50th Percentile,2021FY,Days,7.0
Provincial,Nova Scotia,CABG,90th Percentile,2021FY,Days,78.0
Provincial,Nova Scotia,CABG,Volume,2021FY,Number of cases,325.0
Provincial,Nova Scotia,Cataract Surgery,% Meeting Benchmark,2021FY,Proportion,64.0
Provincial,Nova Scotia,Cataract Surgery,50th Percentile,2021FY,Days,82.0
Provincial,Nova Scotia,Cataract Surgery,90th Percentile,2021FY,Days,256.0
Provincial,Nova Scotia,Cataract Surgery,Volume,2021FY,Number of cases,8243.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,50th Percentile,2021FY,Days,22.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,90th Percentile,2021FY,Days,50.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,513.0
Provincial,Nova Scotia,CT Scan,50th Percentile,2021FY,Days,32.0
Provincial,Nova Scotia,CT Scan,90th Percentile,2021FY,Days,150.0
Provincial,Nova Scotia,CT Scan,Volume,2021FY,Number of cases,80988.0
Provincial,Nova Scotia,Hip Replacement,% Meeting Benchmark,2021FY,Proportion,59.0
Provincial,Nova Scotia,Hip Replacement,50th Percentile,2021FY,Days,152.0
Provincial,Nova Scotia,Hip Replacement,90th Percentile,2021FY,Days,588.0
Provincial,Nova Scotia,Hip Replacement,Volume,2021FY,Number of cases,1089.0
Provincial,Nova Scotia,Knee Replacement,% Meeting Benchmark,2021FY,Proportion,51.1
Provincial,Nova Scotia,Knee Replacement,50th Percentile,2021FY,Days,177.0
Provincial,Nova Scotia,Knee Replacement,90th Percentile,2021FY,Days,643.0
Provincial,Nova Scotia,Knee Replacement,Volume,2021FY,Number of cases,1589.0
Provincial,Nova Scotia,Lung Cancer Surgery,50th Percentile,2021FY,Days,20.0
Provincial,Nova Scotia,Lung Cancer Surgery,90th Percentile,2021FY,Days,65.0
Provincial,Nova Scotia,Lung Cancer Surgery,Volume,2021FY,Number of cases,369.0
Provincial,Nova Scotia,MRI Scan,50th Percentile,2021FY,Days,90.0
Provincial,Nova Scotia,MRI Scan,90th Percentile,2021FY,Days,289.0
Provincial,Nova Scotia,MRI Scan,Volume,2021FY,Number of cases,25479.0
Provincial,Nova Scotia,Prostate Cancer Surgery,50th Percentile,2021FY,Days,83.0
Provincial,Nova Scotia,Prostate Cancer Surgery,90th Percentile,2021FY,Days,147.0
Provincial,Nova Scotia,Prostate Cancer Surgery,Volume,2021FY,Number of cases,236.0
Provincial,Nova Scotia,Radiation Therapy,% Meeting Benchmark,2021FY,Proportion,83.16
Provincial,Nova Scotia,Radiation Therapy,50th Percentile,2021FY,Days,15.0
Provincial,Nova Scotia,Radiation Therapy,90th Percentile,2021FY,Days,35.0
Provincial,Nova Scotia,Radiation Therapy,Volume,2021FY,Number of cases,3207.0
Provincial,Ontario,Bladder Cancer Surgery,50th Percentile,2021FY,Days,23.0
Provincial,Ontario,Bladder Cancer Surgery,90th Percentile,2021FY,Days,66.0
Provincial,Ontario,Bladder Cancer Surgery,Volume,2021FY,Number of cases,11126.0
Provincial,Ontario,Breast Cancer Surgery,50th Percentile,2021FY,Days,17.0
Provincial,Ontario,Breast Cancer Surgery,90th Percentile,2021FY,Days,34.0
Provincial,Ontario,Breast Cancer Surgery,Volume,2021FY,Number of cases,12924.0
Provincial,Ontario,CABG,50th Percentile,2021FY,Days,7.0
Provincial,Ontario,CABG,90th Percentile,2021FY,Days,66.0
Provincial,Ontario,CABG,Volume,2021FY,Number of cases,5649.0
Provincial,Ontario,Cataract Surgery,% Meeting Benchmark,2021FY,Proportion,60.0191030655872
Provincial,Ontario,Cataract Surgery,50th Percentile,2021FY,Days,87.0
Provincial,Ontario,Cataract Surgery,90th Percentile,2021FY,Days,300.0
Provincial,Ontario,Cataract Surgery,Volume,2021FY,Number of cases,109930.0
Provincial,Ontario,Colorectal Cancer Surgery,50th Percentile,2021FY,Days,18.0
Provincial,Ontario,Colorectal Cancer Surgery,90th Percentile,2021FY,Days,39.0
Provincial,Ontario,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,5072.0
Provincial,Ontario,CT Scan,50th Percentile,2021FY,Days,6.0
Provincial,Ontario,CT Scan,90th Percentile,2021FY,Days,49.0
Provincial,Ontario,CT Scan,Volume,2021FY,Number of cases,1014129.0
Provincial,Ontario,Hip Replacement,% Meeting Benchmark,2021FY,Proportion,74.293297942933
Provincial,Ontario,Hip Replacement,50th Percentile,2021FY,Days,104.0
Provincial,Ontario,Hip Replacement,90th Percentile,2021FY,Days,303.0
Provincial,Ontario,Hip Replacement,Volume,2021FY,Number of cases,15070.0
Provincial,Ontario,Knee Replacement,% Meeting Benchmark,2021FY,Proportion,70.4713132540578
Provincial,Ontario,Knee Replacement,50th Percentile,2021FY,Days,112.0
Provincial,Ontario,Knee Replacement,90th Percentile,2021FY,Days,363.0
Provincial,Ontario,Knee Replacement,Volume,2021FY,Number of cases,23042.0
Provincial,Ontario,Lung Cancer Surgery,50th Percentile,2021FY,Days,20.0
Provincial,Ontario,Lung Cancer Surgery,90th Percentile,2021FY,Days,43.0
Provincial,Ontario,Lung Cancer Surgery,Volume,2021FY,Number of cases,2869.0
Provincial,Ontario,MRI Scan,50th Percentile,2021FY,Days,31.0
Provincial,Ontario,MRI Scan,90th Percentile,2021FY,Days,124.0
Provincial,Ontario,MRI Scan,Volume,2021FY,Number of cases,725245.0
Provincial,Ontario,Prostate Cancer Surgery,50th Percentile,2021FY,Days,41.0
Provincial,Ontario,Prostate Cancer Surgery,90th Percentile,2021FY,Days,100.0
Provincial,Ontario,Prostate Cancer Surgery,Volume,2021FY,Number of cases,2111.0
Provincial,Ontario,Radiation Therapy,% Meeting Benchmark,2021FY,Proportion,98.34
Provincial,Ontario,Radiation Therapy,50th Percentile,2021FY,Days,9.8
Provincial,Ontario,Radiation Therapy,90th Percentile,2021FY,Days,16.8
Provincial,Ontario,Radiation Therapy,Volume,2021FY,Number of cases,35749.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,50th Percentile,2021FY,Days,19.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,90th Percentile,2021FY,Days,45.5
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2021FY,Number of cases,86.0
Provincial,Prince Edward Island,Breast Cancer Surgery,50th Percentile,2021FY,Days,16.0
Provincial,Prince Edward Island,Breast Cancer Surgery,90th Percentile,2021FY,Days,42.8
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2021FY,Number of cases,106.0
Provincial,Prince Edward Island,CABG,50th Percentile,2021FY,Days,N/A
Provincial,Prince Edward Island,CABG,90th Percentile,2021FY,Days,N/A
Provincial,Prince Edward Island,CABG,Volume,2021FY,Number of cases,N/A
Provincial,Prince Edward Island,Cataract Surgery,% Meeting Benchmark,2021FY,Proportion,37.9
Provincial,Prince Edward Island,Cataract Surgery,50th Percentile,2021FY,Days,143.6
Provincial,Prince Edward Island,Cataract Surgery,90th Percentile,2021FY,Days,338.5
Provincial,Prince Edward Island,Cataract Surgery,Volume,2021FY,Number of cases,1347.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,50th Percentile,2021FY,Days,16.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,90th Percentile,2021FY,Days,45.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,66.0
Provincial,Prince Edward Island,CT Scan,50th Percentile,2021FY,Days,27.0
Provincial,Prince Edward Island,CT Scan,90th Percentile,2021FY,Days,114.1
Provincial,Prince Edward Island,CT Scan,Volume,2021FY,Number of cases,10057.0
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2021FY,Proportion,91.2
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021FY,Hours,17.9
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2021FY,Hours,46.8
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2021FY,Number of cases,145.0
Provincial,Prince Edward Island,Hip Replacement,% Meeting Benchmark,2021FY,Proportion,59.3
Provincial,Prince Edward Island,Hip Replacement,50th Percentile,2021FY,Days,147.6
Provincial,Prince Edward Island,Hip Replacement,90th Percentile,2021FY,Days,405.0
Provincial,Prince Edward Island,Hip Replacement,Volume,2021FY,Number of cases,273.0
Provincial,Prince Edward Island,Knee Replacement,% Meeting Benchmark,2021FY,Proportion,52.8
Provincial,Prince Edward Island,Knee Replacement,50th Percentile,2021FY,Days,169.0
Provincial,Prince Edward Island,Knee Replacement,90th Percentile,2021FY,Days,438.9
Provincial,Prince Edward Island,Knee Replacement,Volume,2021FY,Number of cases,506.0
Provincial,Prince Edward Island,Lung Cancer Surgery,50th Percentile,2021FY,Days,N/A
Provincial,Prince Edward Island,Lung Cancer Surgery,90th Percentile,2021FY,Days,N/A
Provincial,Prince Edward Island,Lung Cancer Surgery,Volume,2021FY,Number of cases,N/A
Provincial,Prince Edward Island,MRI Scan,50th Percentile,2021FY,Days,31.3
Provincial,Prince Edward Island,MRI Scan,90th Percentile,2021FY,Days,213.0
Provincial,Prince Edward Island,MRI Scan,Volume,2021FY,Number of cases,4594.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,50th Percentile,2021FY,Days,N/A
Provincial,Prince Edward Island,Prostate Cancer Surgery,90th Percentile,2021FY,Days,N/A
Provincial,Prince Edward Island,Prostate Cancer Surgery,Volume,2021FY,Number of cases,N/A
Provincial,Prince Edward Island,Radiation Therapy,% Meeting Benchmark,2021FY,Proportion,98.1
Provincial,Prince Edward Island,Radiation Therapy,50th Percentile,2021FY,Days,11.0
Provincial,Prince Edward Island,Radiation Therapy,90th Percentile,2021FY,Days,20.0
Provincial,Prince Edward Island,Radiation Therapy,Volume,2021FY,Number of cases,528.0
Provincial,Quebec,Bladder Cancer Surgery,50th Percentile,2021FY,Days,27.0
Provincial,Quebec,Bladder Cancer Surgery,90th Percentile,2021FY,Days,57.0
Provincial,Quebec,Bladder Cancer Surgery,Volume,2021FY,Number of cases,7571.0
Provincial,Quebec,Breast Cancer Surgery,50th Percentile,2021FY,Days,22.0
Provincial,Quebec,Breast Cancer Surgery,90th Percentile,2021FY,Days,46.0
Provincial,Quebec,Breast Cancer Surgery,Volume,2021FY,Number of cases,8141.0
Provincial,Quebec,CABG,50th Percentile,2021FY,Days,N/A
Provincial,Quebec,CABG,90th Percentile,2021FY,Days,N/A
Provincial,Quebec,CABG,Volume,2021FY,Number of cases,N/A
Provincial,Quebec,Cataract Surgery,% Meeting Benchmark,2021FY,Proportion,68.8826025459689
Provincial,Quebec,Cataract Surgery,50th Percentile,2021FY,Days,63.0
Provincial,Quebec,Cataract Surgery,90th Percentile,2021FY,Days,247.0
Provincial,Quebec,Cataract Surgery,Volume,2021FY,Number of cases,93324.0
Provincial,Quebec,Colorectal Cancer Surgery,50th Percentile,2021FY,Days,22.0
Provincial,Quebec,Colorectal Cancer Surgery,90th Percentile,2021FY,Days,46.0
Provincial,Quebec,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,3759.0
Provincial,Quebec,CT Scan,50th Percentile,2021FY,Days,N/A
Provincial,Quebec,CT Scan,90th Percentile,2021FY,Days,N/A
Provincial,Quebec,CT Scan,Volume,2021FY,Number of cases,N/A
Provincial,Quebec,Hip Replacement,% Meeting Benchmark,2021FY,Proportion,50.8524548134855
Provincial,Quebec,Hip Replacement,50th Percentile,2021FY,Days,179.0
Provincial,Quebec,Hip Replacement,90th Percentile,2021FY,Days,448.0
Provincial,Quebec,Hip Replacement,Volume,2021FY,Number of cases,7801.0
Provincial,Quebec,Knee Replacement,% Meeting Benchmark,2021FY,Proportion,42.2115895800106
Provincial,Quebec,Knee Replacement,50th Percentile,2021FY,Days,216.0
Provincial,Quebec,Knee Replacement,90th Percentile,2021FY,Days,516.0
Provincial,Quebec,Knee Replacement,Volume,2021FY,Number of cases,9405.0
Provincial,Quebec,Lung Cancer Surgery,50th Percentile,2021FY,Days,26.0
Provincial,Quebec,Lung Cancer Surgery,90th Percentile,2021FY,Days,58.0
Provincial,Quebec,Lung Cancer Surgery,Volume,2021FY,Number of cases,2819.0
Provincial,Quebec,MRI Scan,50th Percentile,2021FY,Days,N/A
Provincial,Quebec,MRI Scan,90th Percentile,2021FY,Days,N/A
Provincial,Quebec,MRI Scan,Volume,2021FY,Number of cases,N/A
Provincial,Quebec,Prostate Cancer Surgery,50th Percentile,2021FY,Days,36.0
Provincial,Quebec,Prostate Cancer Surgery,90th Percentile,2021FY,Days,80.0
Provincial,Quebec,Prostate Cancer Surgery,Volume,2021FY,Number of cases,1673.0
Provincial,Quebec,Radiation Therapy,% Meeting Benchmark,2021FY,Proportion,99.5671590518722
Provincial,Quebec,Radiation Therapy,50th Percentile,2021FY,Days,N/A
Provincial,Quebec,Radiation Therapy,90th Percentile,2021FY,Days,N/A
Provincial,Quebec,Radiation Therapy,Volume,2021FY,Number of cases,29110.0
Provincial,Saskatchewan,Bladder Cancer Surgery,50th Percentile,2021FY,Days,15.0
Provincial,Saskatchewan,Bladder Cancer Surgery,90th Percentile,2021FY,Days,28.0
Provincial,Saskatchewan,Bladder Cancer Surgery,Volume,2021FY,Number of cases,582.0
Provincial,Saskatchewan,Breast Cancer Surgery,50th Percentile,2021FY,Days,17.0
Provincial,Saskatchewan,Breast Cancer Surgery,90th Percentile,2021FY,Days,35.0
Provincial,Saskatchewan,Breast Cancer Surgery,Volume,2021FY,Number of cases,770.0
Provincial,Saskatchewan,CABG,50th Percentile,2021FY,Days,5.0
Provincial,Saskatchewan,CABG,90th Percentile,2021FY,Days,70.0
Provincial,Saskatchewan,CABG,Volume,2021FY,Number of cases,232.0
Provincial,Saskatchewan,Cataract Surgery,% Meeting Benchmark,2021FY,Proportion,60.4426170032652
Provincial,Saskatchewan,Cataract Surgery,50th Percentile,2021FY,Days,87.0
Provincial,Saskatchewan,Cataract Surgery,90th Percentile,2021FY,Days,259.0
Provincial,Saskatchewan,Cataract Surgery,Volume,2021FY,Number of cases,8269.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,50th Percentile,2021FY,Days,20.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,90th Percentile,2021FY,Days,40.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,384.0
Provincial,Saskatchewan,CT Scan,50th Percentile,2021FY,Days,29.0
Provincial,Saskatchewan,CT Scan,90th Percentile,2021FY,Days,146.0
Provincial,Saskatchewan,CT Scan,Volume,2021FY,Number of cases,45881.0
Provincial,Saskatchewan,Hip Replacement,% Meeting Benchmark,2021FY,Proportion,40.1080351114112
Provincial,Saskatchewan,Hip Replacement,50th Percentile,2021FY,Days,255.5
Provincial,Saskatchewan,Hip Replacement,90th Percentile,2021FY,Days,594.0
Provincial,Saskatchewan,Hip Replacement,Volume,2021FY,Number of cases,1481.0
Provincial,Saskatchewan,Knee Replacement,% Meeting Benchmark,2021FY,Proportion,27.8846153846154
Provincial,Saskatchewan,Knee Replacement,50th Percentile,2021FY,Days,429.0
Provincial,Saskatchewan,Knee Replacement,90th Percentile,2021FY,Days,758.0
Provincial,Saskatchewan,Knee Replacement,Volume,2021FY,Number of cases,1872.0
Provincial,Saskatchewan,Lung Cancer Surgery,50th Percentile,2021FY,Days,16.0
Provincial,Saskatchewan,Lung Cancer Surgery,90th Percentile,2021FY,Days,36.0
Provincial,Saskatchewan,Lung Cancer Surgery,Volume,2021FY,Number of cases,109.0
Provincial,Saskatchewan,MRI Scan,50th Percentile,2021FY,Days,35.0
Provincial,Saskatchewan,MRI Scan,90th Percentile,2021FY,Days,195.0
Provincial,Saskatchewan,MRI Scan,Volume,2021FY,Number of cases,24701.0
Provincial,Saskatchewan,Prostate Cancer Surgery,50th Percentile,2021FY,Days,42.0
Provincial,Saskatchewan,Prostate Cancer Surgery,90th Percentile,2021FY,Days,165.0
Provincial,Saskatchewan,Prostate Cancer Surgery,Volume,2021FY,Number of cases,208.0
Provincial,Saskatchewan,Radiation Therapy,% Meeting Benchmark,2021FY,Proportion,98.12
Provincial,Saskatchewan,Radiation Therapy,50th Percentile,2021FY,Days,6.0
Provincial,Saskatchewan,Radiation Therapy,90th Percentile,2021FY,Days,19.0
Provincial,Saskatchewan,Radiation Therapy,Volume,2021FY,Number of cases,2343.0
Provincial,Alberta,Bladder Cancer Surgery,50th Percentile,2022FY,Days,30.0
Provincial,Alberta,Bladder Cancer Surgery,90th Percentile,2022FY,Days,77.0
Provincial,Alberta,Bladder Cancer Surgery,Volume,2022FY,Number of cases,2027.0
Provincial,Alberta,Breast Cancer Surgery,50th Percentile,2022FY,Days,21.0
Provincial,Alberta,Breast Cancer Surgery,90th Percentile,2022FY,Days,42.0
Provincial,Alberta,Breast Cancer Surgery,Volume,2022FY,Number of cases,3715.0
Provincial,Alberta,CABG,50th Percentile,2022FY,Days,7.0
Provincial,Alberta,CABG,90th Percentile,2022FY,Days,57.0
Provincial,Alberta,CABG,Volume,2022FY,Number of cases,968.0
Provincial,Alberta,Cataract Surgery,% Meeting Benchmark,2022FY,Proportion,64.7
Provincial,Alberta,Cataract Surgery,50th Percentile,2022FY,Days,76.0
Provincial,Alberta,Cataract Surgery,90th Percentile,2022FY,Days,249.0
Provincial,Alberta,Cataract Surgery,Volume,2022FY,Number of cases,27973.0
Provincial,Alberta,Colorectal Cancer Surgery,50th Percentile,2022FY,Days,27.0
Provincial,Alberta,Colorectal Cancer Surgery,90th Percentile,2022FY,Days,67.0
Provincial,Alberta,Colorectal Cancer Surgery,Volume,2022FY,Number of cases,1407.0
Provincial,Alberta,CT Scan,50th Percentile,2022FY,Days,16.0
Provincial,Alberta,CT Scan,90th Percentile,2022FY,Days,88.0
Provincial,Alberta,CT Scan,Volume,2022FY,Number of cases,143742.0
Provincial,Alberta,Hip Replacement,% Meeting Benchmark,2022FY,Proportion,43.0
Provincial,Alberta,Hip Replacement,50th Percentile,2022FY,Days,217.0
Provincial,Alberta,Hip Replacement,90th Percentile,2022FY,Days,501.0
Provincial,Alberta,Hip Replacement,Volume,2022FY,Number of cases,5267.0
Provincial,Alberta,Knee Replacement,% Meeting Benchmark,2022FY,Proportion,32.5
Provincial,Alberta,Knee Replacement,50th Percentile,2022FY,Days,285.0
Provincial,Alberta,Knee Replacement,90th Percentile,2022FY,Days,596.0
Provincial,Alberta,Knee Replacement,Volume,2022FY,Number of cases,7269.0
Provincial,Alberta,Lung Cancer Surgery,50th Percentile,2022FY,Days,32.0
Provincial,Alberta,Lung Cancer Surgery,90th Percentile,2022FY,Days,74.0
Provincial,Alberta,Lung Cancer Surgery,Volume,2022FY,Number of cases,800.0
Provincial,Alberta,MRI Scan,50th Percentile,2022FY,Days,48.0
Provincial,Alberta,MRI Scan,90th Percentile,2022FY,Days,182.0
Provincial,Alberta,MRI Scan,Volume,2022FY,Number of cases,123788.0
Provincial,Alberta,Prostate Cancer Surgery,50th Percentile,2022FY,Days,75.0
Provincial,Alberta,Prostate Cancer Surgery,90th Percentile,2022FY,Days,167.0
Provincial,Alberta,Prostate Cancer Surgery,Volume,2022FY,Number of cases,1053.0
Provincial,Alberta,Radiation Therapy,% Meeting Benchmark,2022FY,Proportion,95.6661494125471
Provincial,Alberta,Radiation Therapy,50th Percentile,2022FY,Days,10.0
Provincial,Alberta,Radiation Therapy,90th Percentile,2022FY,Days,22.0
Provincial,Alberta,Radiation Therapy,Volume,2022FY,Number of cases,9022.0
Provincial,British Columbia,Bladder Cancer Surgery,50th Percentile,2022FY,Days,25.0
Provincial,British Columbia,Bladder Cancer Surgery,90th Percentile,2022FY,Days,61.0
Provincial,British Columbia,Bladder Cancer Surgery,Volume,2022FY,Number of cases,3804.0
Provincial,British Columbia,Breast Cancer Surgery,50th Percentile,2022FY,Days,20.0
Provincial,British Columbia,Breast Cancer Surgery,90th Percentile,2022FY,Days,45.0
Provincial,British Columbia,Breast Cancer Surgery,Volume,2022FY,Number of cases,4626.0
Provincial,British Columbia,CABG,50th Percentile,2022FY,Days,9.0
Provincial,British Columbia,CABG,90th Percentile,2022FY,Days,106.0
Provincial,British Columbia,CABG,Volume,2022FY,Number of cases,1742.0
Provincial,British Columbia,Cataract Surgery,% Meeting Benchmark,2022FY,Proportion,81.036981874759
Provincial,British Columbia,Cataract Surgery,50th Percentile,2022FY,Days,43.0
Provincial,British Columbia,Cataract Surgery,90th Percentile,2022FY,Days,162.0
Provincial,British Columbia,Cataract Surgery,Volume,2022FY,Number of cases,75199.0
Provincial,British Columbia,Colorectal Cancer Surgery,50th Percentile,2022FY,Days,21.0
Provincial,British Columbia,Colorectal Cancer Surgery,90th Percentile,2022FY,Days,50.0
Provincial,British Columbia,Colorectal Cancer Surgery,Volume,2022FY,Number of cases,1844.0
Provincial,British Columbia,CT Scan,50th Percentile,2022FY,Days,23.0
Provincial,British Columbia,CT Scan,90th Percentile,2022FY,Days,146.0
Provincial,British Columbia,CT Scan,Volume,2022FY,Number of cases,291709.0
Provincial,British Columbia,Hip Replacement,% Meeting Benchmark,2022FY,Proportion,61.8401206636501
Provincial,British Columbia,Hip Replacement,50th Percentile,2022FY,Days,145.0
Provincial,British Columbia,Hip Replacement,90th Percentile,2022FY,Days,333.0
Provincial,British Columbia,Hip Replacement,Volume,2022FY,Number of cases,7293.0
Provincial,British Columbia,Knee Replacement,% Meeting Benchmark,2022FY,Proportion,56.2837316885119
Provincial,British Columbia,Knee Replacement,50th Percentile,2022FY,Days,161.0
Provincial,British Columbia,Knee Replacement,90th Percentile,2022FY,Days,403.0
Provincial,British Columbia,Knee Replacement,Volume,2022FY,Number of cases,10376.0
Provincial,British Columbia,Lung Cancer Surgery,50th Percentile,2022FY,Days,21.0
Provincial,British Columbia,Lung Cancer Surgery,90th Percentile,2022FY,Days,62.0
Provincial,British Columbia,Lung Cancer Surgery,Volume,2022FY,Number of cases,1020.0
Provincial,British Columbia,MRI Scan,50th Percentile,2022FY,Days,54.0
Provincial,British Columbia,MRI Scan,90th Percentile,2022FY,Days,145.0
Provincial,British Columbia,MRI Scan,Volume,2022FY,Number of cases,192202.0
Provincial,British Columbia,Prostate Cancer Surgery,50th Percentile,2022FY,Days,41.0
Provincial,British Columbia,Prostate Cancer Surgery,90th Percentile,2022FY,Days,121.0
Provincial,British Columbia,Prostate Cancer Surgery,Volume,2022FY,Number of cases,1061.0
Provincial,British Columbia,Radiation Therapy,% Meeting Benchmark,2022FY,Proportion,83.7099596743514
Provincial,British Columbia,Radiation Therapy,50th Percentile,2022FY,Days,14.0
Provincial,British Columbia,Radiation Therapy,90th Percentile,2022FY,Days,35.0
Provincial,British Columbia,Radiation Therapy,Volume,2022FY,Number of cases,13143.0
Provincial,Manitoba,Bladder Cancer Surgery,50th Percentile,2022FY,Days,N/A
Provincial,Manitoba,Bladder Cancer Surgery,90th Percentile,2022FY,Days,N/A
Provincial,Manitoba,Bladder Cancer Surgery,Volume,2022FY,Number of cases,N/A
Provincial,Manitoba,Breast Cancer Surgery,50th Percentile,2022FY,Days,28.0
Provincial,Manitoba,Breast Cancer Surgery,90th Percentile,2022FY,Days,63.8000000000001
Provincial,Manitoba,Breast Cancer Surgery,Volume,2022FY,Number of cases,713.0
Provincial,Manitoba,CABG,50th Percentile,2022FY,Days,12.0
Provincial,Manitoba,CABG,90th Percentile,2022FY,Days,87.0
Provincial,Manitoba,CABG,Volume,2022FY,Number of cases,373.0
Provincial,Manitoba,Cataract Surgery,% Meeting Benchmark,2022FY,Proportion,53.0
Provincial,Manitoba,Cataract Surgery,50th Percentile,2022FY,Days,100.0
Provincial,Manitoba,Cataract Surgery,90th Percentile,2022FY,Days,489.0
Provincial,Manitoba,Cataract Surgery,Volume,2022FY,Number of cases,9511.0
Provincial,Manitoba,Colorectal Cancer Surgery,50th Percentile,2022FY,Days,N/A
Provincial,Manitoba,Colorectal Cancer Surgery,90th Percentile,2022FY,Days,N/A
Provincial,Manitoba,Colorectal Cancer Surgery,Volume,2022FY,Number of cases,N/A
Provincial,Manitoba,CT Scan,50th Percentile,2022FY,Days,36.0
Provincial,Manitoba,CT Scan,90th Percentile,2022FY,Days,119.0
Provincial,Manitoba,CT Scan,Volume,2022FY,Number of cases,69670.0
Provincial,Manitoba,Hip Replacement,% Meeting Benchmark,2022FY,Proportion,47.4625422909618
Provincial,Manitoba,Hip Replacement,50th Percentile,2022FY,Days,194.0
Provincial,Manitoba,Hip Replacement,90th Percentile,2022FY,Days,546.2
Provincial,Manitoba,Hip Replacement,Volume,2022FY,Number of cases,2069.0
Provincial,Manitoba,Knee Replacement,% Meeting Benchmark,2022FY,Proportion,32.7800829875519
Provincial,Manitoba,Knee Replacement,50th Percentile,2022FY,Days,287.0
Provincial,Manitoba,Knee Replacement,90th Percentile,2022FY,Days,629.0
Provincial,Manitoba,Knee Replacement,Volume,2022FY,Number of cases,3133.0
Provincial,Manitoba,Lung Cancer Surgery,50th Percentile,2022FY,Days,21.0
Provincial,Manitoba,Lung Cancer Surgery,90th Percentile,2022FY,Days,56.4
Provincial,Manitoba,Lung Cancer Surgery,Volume,2022FY,Number of cases,279.0
Provincial,Manitoba,MRI Scan,50th Percentile,2022FY,Days,116.0
Provincial,Manitoba,MRI Scan,90th Percentile,2022FY,Days,209.0
Provincial,Manitoba,MRI Scan,Volume,2022FY,Number of cases,36840.0
