reporting_level,province,indicator,metric,data_year,unit_of_measurement,indicator_result
Provincial,Nova Scotia,Prostate Cancer Surgery,50th Percentile,2021,Days,83.0
Provincial,Nova Scotia,Prostate Cancer Surgery,90th Percentile,2021,Days,147.0
Provincial,Nova Scotia,Prostate Cancer Surgery,Volume,2021,Number of cases,236.0
Provincial,Nova Scotia,Radiation Therapy,% Meeting Benchmark,2021,Proportion,83.2
Provincial,Nova Scotia,Radiation Therapy,50th Percentile,2021,Days,15.0
Provincial,Nova Scotia,Radiation Therapy,90th Percentile,2021,Days,35.0
Provincial,Nova Scotia,Radiation Therapy,Volume,2021,Number of cases,3207.0
Provincial,Ontario,Bladder Cancer Surgery,50th Percentile,2021,Days,23.0
Provincial,Ontario,Bladder Cancer Surgery,90th Percentile,2021,Days,66.0
Provincial,Ontario,Bladder Cancer Surgery,Volume,2021,Number of cases,11126.0
Provincial,Ontario,Breast Cancer Surgery,50th Percentile,2021,Days,17.0
Provincial,Ontario,Breast Cancer Surgery,90th Percentile,2021,Days,34.0
Provincial,Ontario,Breast Cancer Surgery,Volume,2021,Number of cases,12924.0
Provincial,Ontario,CABG,50th Percentile,2021,Days,7.0
Provincial,Ontario,CABG,90th Percentile,2021,Days,66.0
Provincial,Ontario,CABG,Volume,2021,Number of cases,5649.0
Provincial,Ontario,Cataract Surgery,% Meeting Benchmark,2021,Proportion,60.0
Provincial,Ontario,Cataract Surgery,50th Percentile,2021,Days,87.0
Provincial,Ontario,Cataract Surgery,90th Percentile,2021,Days,300.0
Provincial,Ontario,Cataract Surgery,Volume,2021,Number of cases,109930.0
Provincial,Ontario,Colorectal Cancer Surgery,50th Percentile,2021,Days,18.0
Provincial,Ontario,Colorectal Cancer Surgery,90th Percentile,2021,Days,39.0
Provincial,Ontario,Colorectal Cancer Surgery,Volume,2021,Number of cases,5072.0
Provincial,Ontario,CT Scan,50th Percentile,2021,Days,6.0
Provincial,Ontario,CT Scan,90th Percentile,2021,Days,49.0
Provincial,Ontario,CT Scan,Volume,2021,Number of cases,1014129.0
Provincial,Ontario,Hip Replacement,% Meeting Benchmark,2021,Proportion,74.3
Provincial,Ontario,Hip Replacement,50th Percentile,2021,Days,104.0
Provincial,Ontario,Hip Replacement,90th Percentile,2021,Days,303.0
Provincial,Ontario,Hip Replacement,Volume,2021,Number of cases,15070.0
Provincial,Ontario,Knee Replacement,% Meeting Benchmark,2021,Proportion,70.5
Provincial,Ontario,Knee Replacement,50th Percentile,2021,Days,112.0
Provincial,Ontario,Knee Replacement,90th Percentile,2021,Days,363.0
Provincial,Ontario,Knee Replacement,Volume,2021,Number of cases,23042.0
Provincial,Ontario,Lung Cancer Surgery,50th Percentile,2021,Days,20.0
Provincial,Ontario,Lung Cancer Surgery,90th Percentile,2021,Days,43.0
Provincial,Ontario,Lung Cancer Surgery,Volume,2021,Number of cases,2869.0
Provincial,Ontario,MRI Scan,50th Percentile,2021,Days,31.0
Provincial,Ontario,MRI Scan,90th Percentile,2021,Days,124.0
Provincial,Ontario,MRI Scan,Volume,2021,Number of cases,725245.0
Provincial,Ontario,Prostate Cancer Surgery,50th Percentile,2021,Days,41.0
Provincial,Ontario,Prostate Cancer Surgery,90th Percentile,2021,Days,100.0
Provincial,Ontario,Prostate Cancer Surgery,Volume,2021,Number of cases,2111.0
Provincial,Ontario,Radiation Therapy,% Meeting Benchmark,2021,Proportion,98.3
Provincial,Ontario,Radiation Therapy,50th Percentile,2021,Days,9.8
Provincial,Ontario,Radiation Therapy,90th Percentile,2021,Days,16.8
Provincial,Ontario,Radiation Therapy,Volume,2021,Number of cases,35749.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,50th Percentile,2021,Days,19.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,90th Percentile,2021,Days,45.5
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2021,Number of cases,86.0
Provincial,Prince Edward Island,Breast Cancer Surgery,50th Percentile,2021,Days,16.0
Provincial,Prince Edward Island,Breast Cancer Surgery,90th Percentile,2021,Days,42.8
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2021,Number of cases,106.0
Provincial,Prince Edward Island,CABG,50th Percentile,2021,Days,N/A
Provincial,Prince Edward Island,CABG,90th Percentile,2021,Days,N/A
Provincial,Prince Edward Island,CABG,Volume,2021,Number of cases,N/A
Provincial,Prince Edward Island,Cataract Surgery,% Meeting Benchmark,2021,Proportion,37.9
Provincial,Prince Edward Island,Cataract Surgery,50th Percentile,2021,Days,143.6
Provincial,Prince Edward Island,Cataract Surgery,90th Percentile,2021,Days,338.5
Provincial,Prince Edward Island,Cataract Surgery,Volume,2021,Number of cases,1347.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,50th Percentile,2021,Days,16.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,90th Percentile,2021,Days,45.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,Volume,2021,Number of cases,66.0
Provincial,Prince Edward Island,CT Scan,50th Percentile,2021,Days,27.0
Provincial,Prince Edward Island,CT Scan,90th Percentile,2021,Days,114.1
Provincial,Prince Edward Island,CT Scan,Volume,2021,Number of cases,10057.0
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2021,Proportion,91.2
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Days,0.75
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2021,Days,1.95
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,145.0
Provincial,Prince Edward Island,Hip Replacement,% Meeting Benchmark,2021,Proportion,59.3
Provincial,Prince Edward Island,Hip Replacement,50th Percentile,2021,Days,147.6
Provincial,Prince Edward Island,Hip Replacement,90th Percentile,2021,Days,405.0
Provincial,Prince Edward Island,Hip Replacement,Volume,2021,Number of cases,273.0
Provincial,Prince Edward Island,Knee Replacement,% Meeting Benchmark,2021,Proportion,52.8
Provincial,Prince Edward Island,Knee Replacement,50th Percentile,2021,Days,169.0
Provincial,Prince Edward Island,Knee Replacement,90th Percentile,2021,Days,438.9
Provincial,Prince Edward Island,Knee Replacement,Volume,2021,Number of cases,506.0
Provincial,Prince Edward Island,Lung Cancer Surgery,50th Percentile,2021,Days,N/A
Provincial,Prince Edward Island,Lung Cancer Surgery,90th Percentile,2021,Days,N/A
Provincial,Prince Edward Island,Lung Cancer Surgery,Volume,2021,Number of cases,N/A
Provincial,Prince Edward Island,MRI Scan,50th Percentile,2021,Days,31.3
Provincial,Prince Edward Island,MRI Scan,90th Percentile,2021,Days,213.0
Provincial,Prince Edward Island,MRI Scan,Volume,2021,Number of cases,4594.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,50th Percentile,2021,Days,N/A
Provincial,Prince Edward Island,Prostate Cancer Surgery,90th Percentile,2021,Days,N/A
Provincial,Prince Edward Island,Prostate Cancer Surgery,Volume,2021,Number of cases,N/A
Provincial,Prince Edward Island,Radiation Therapy,% Meeting Benchmark,2021,Proportion,98.1
Provincial,Prince Edward Island,Radiation Therapy,50th Percentile,2021,Days,11.0
Provincial,Prince Edward Island,Radiation Therapy,90th Percentile,2021,Days,20.0
Provincial,Prince Edward Island,Radiation Therapy,Volume,2021,Number of cases,528.0
Provincial,Quebec,Bladder Cancer Surgery,50th Percentile,2021,Days,27.0
Provincial,Quebec,Bladder Cancer Surgery,90th Percentile,2021,Days,57.0
Provincial,Quebec,Bladder Cancer Surgery,Volume,2021,Number of cases,7571.0
Provincial,Quebec,Breast Cancer Surgery,50th Percentile,2021,Days,22.0
Provincial,Quebec,Breast Cancer Surgery,90th Percentile,2021,Days,46.0
Provincial,Quebec,Breast Cancer Surgery,Volume,2021,Number of cases,8141.0
Provincial,Quebec,CABG,50th Percentile,2021,Days,N/A
Provincial,Quebec,CABG,90th Percentile,2021,Days,N/A
Provincial,Quebec,CABG,Volume,2021,Number of cases,N/A
Provincial,Quebec,Cataract Surgery,% Meeting Benchmark,2021,Proportion,68.9
Provincial,Quebec,Cataract Surgery,50th Percentile,2021,Days,63.0
Provincial,Quebec,Cataract Surgery,90th Percentile,2021,Days,247.0
Provincial,Quebec,Cataract Surgery,Volume,2021,Number of cases,93324.0
Provincial,Quebec,Colorectal Cancer Surgery,50th Percentile,2021,Days,22.0
Provincial,Quebec,Colorectal Cancer Surgery,90th Percentile,2021,Days,46.0
Provincial,Quebec,Colorectal Cancer Surgery,Volume,2021,Number of cases,3759.0
Provincial,Quebec,CT Scan,50th Percentile,2021,Days,N/A
Provincial,Quebec,CT Scan,90th Percentile,2021,Days,N/A
Provincial,Quebec,CT Scan,Volume,2021,Number of cases,N/A
Provincial,Quebec,Hip Replacement,% Meeting Benchmark,2021,Proportion,50.9
Provincial,Quebec,Hip Replacement,50th Percentile,2021,Days,179.0
Provincial,Quebec,Hip Replacement,90th Percentile,2021,Days,448.0
Provincial,Quebec,Hip Replacement,Volume,2021,Number of cases,7801.0
Provincial,Quebec,Knee Replacement,% Meeting Benchmark,2021,Proportion,42.2
Provincial,Quebec,Knee Replacement,50th Percentile,2021,Days,216.0
Provincial,Quebec,Knee Replacement,90th Percentile,2021,Days,516.0
Provincial,Quebec,Knee Replacement,Volume,2021,Number of cases,9405.0
Provincial,Quebec,Lung Cancer Surgery,50th Percentile,2021,Days,26.0
Provincial,Quebec,Lung Cancer Surgery,90th Percentile,2021,Days,58.0
Provincial,Quebec,Lung Cancer Surgery,Volume,2021,Number of cases,2819.0
Provincial,Quebec,MRI Scan,50th Percentile,2021,Days,N/A
Provincial,Quebec,MRI Scan,90th Percentile,2021,Days,N/A
Provincial,Quebec,MRI Scan,Volume,2021,Number of cases,N/A
Provincial,Quebec,Prostate Cancer Surgery,50th Percentile,2021,Days,36.0
Provincial,Quebec,Prostate Cancer Surgery,90th Percentile,2021,Days,80.0
Provincial,Quebec,Prostate Cancer Surgery,Volume,2021,Number of cases,1673.0
Provincial,Quebec,Radiation Therapy,% Meeting Benchmark,2021,Proportion,99.6
Provincial,Quebec,Radiation Therapy,50th Percentile,2021,Days,N/A
Provincial,Quebec,Radiation Therapy,90th Percentile,2021,Days,N/A
Provincial,Quebec,Radiation Therapy,Volume,2021,Number of cases,29110.0
Provincial,Saskatchewan,Bladder Cancer Surgery,50th Percentile,2021,Days,15.0
Provincial,Saskatchewan,Bladder Cancer Surgery,90th Percentile,2021,Days,28.0
Provincial,Saskatchewan,Bladder Cancer Surgery,Volume,2021,Number of cases,582.0
Provincial,Saskatchewan,Breast Cancer Surgery,50th Percentile,2021,Days,17.0
Provincial,Saskatchewan,Breast Cancer Surgery,90th Percentile,2021,Days,35.0
Provincial,Saskatchewan,Breast Cancer Surgery,Volume,2021,Number of cases,770.0
Provincial,Saskatchewan,CABG,50th Percentile,2021,Days,5.0
Provincial,Saskatchewan,CABG,90th Percentile,2021,Days,70.0
Provincial,Saskatchewan,CABG,Volume,2021,Number of cases,232.0
Provincial,Saskatchewan,Cataract Surgery,% Meeting Benchmark,2021,Proportion,60.4
Provincial,Saskatchewan,Cataract Surgery,50th Percentile,2021,Days,87.0
Provincial,Saskatchewan,Cataract Surgery,90th Percentile,2021,Days,259.0
Provincial,Saskatchewan,Cataract Surgery,Volume,2021,Number of cases,8269.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,50th Percentile,2021,Days,20.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,90th Percentile,2021,Days,40.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,Volume,2021,Number of cases,384.0
Provincial,Saskatchewan,CT Scan,50th Percentile,2021,Days,29.0
Provincial,Saskatchewan,CT Scan,90th Percentile,2021,Days,146.0
Provincial,Saskatchewan,CT Scan,Volume,2021,Number of cases,45881.0
Provincial,Saskatchewan,Hip Replacement,% Meeting Benchmark,2021,Proportion,40.1
Provincial,Saskatchewan,Hip Replacement,50th Percentile,2021,Days,255.5
Provincial,Saskatchewan,Hip Replacement,90th Percentile,2021,Days,594.0
Provincial,Saskatchewan,Hip Replacement,Volume,2021,Number of cases,1481.0
Provincial,Saskatchewan,Knee Replacement,% Meeting Benchmark,2021,Proportion,27.9
Provincial,Saskatchewan,Knee Replacement,50th Percentile,2021,Days,429.0
Provincial,Saskatchewan,Knee Replacement,90th Percentile,2021,Days,758.0
Provincial,Saskatchewan,Knee Replacement,Volume,2021,Number of cases,1872.0
Provincial,Saskatchewan,Lung Cancer Surgery,50th Percentile,2021,Days,16.0
Provincial,Saskatchewan,Lung Cancer Surgery,90th Percentile,2021,Days,36.0
Provincial,Saskatchewan,Lung Cancer Surgery,Volume,2021,Number of cases,109.0
Provincial,Saskatchewan,MRI Scan,50th Percentile,2021,Days,35.0
Provincial,Saskatchewan,MRI Scan,90th Percentile,2021,Days,195.0
Provincial,Saskatchewan,MRI Scan,Volume,2021,Number of cases,24701.0
Provincial,Saskatchewan,Prostate Cancer Surgery,50th Percentile,2021,Days,42.0
Provincial,Saskatchewan,Prostate Cancer Surgery,90th Percentile,2021,Days,165.0
Provincial,Saskatchewan,Prostate Cancer Surgery,Volume,2021,Number of cases,208.0
Provincial,Saskatchewan,Radiation Therapy,% Meeting Benchmark,2021,Proportion,98.1
Provincial,Saskatchewan,Radiation Therapy,50th Percentile,2021,Days,6.0
Provincial,Saskatchewan,Radiation Therapy,90th Percentile,2021,Days,19.0
Provincial,Saskatchewan,Radiation Therapy,Volume,2021,Number of cases,2343.0
Provincial,Alberta,Bladder Cancer Surgery,50th Percentile,2022,Days,30.0
Provincial,Alberta,Bladder Cancer Surgery,90th Percentile,2022,Days,77.0
Provincial,Alberta,Bladder Cancer Surgery,Volume,2022,Number of cases,2027.0
Provincial,Alberta,Breast Cancer Surgery,50th Percentile,2022,Days,21.0
Provincial,Alberta,Breast Cancer Surgery,90th Percentile,2022,Days,42.0
Provincial,Alberta,Breast Cancer Surgery,Volume,2022,Number of cases,3715.0
Provincial,Alberta,CABG,50th Percentile,2022,Days,7.0
Provincial,Alberta,CABG,90th Percentile,2022,Days,57.0
Provincial,Alberta,CABG,Volume,2022,Number of cases,968.0
Provincial,Alberta,Cataract Surgery,% Meeting Benchmark,2022,Proportion,64.7
Provincial,Alberta,Cataract Surgery,50th Percentile,2022,Days,76.0
Provincial,Alberta,Cataract Surgery,90th Percentile,2022,Days,249.0
Provincial,Alberta,Cataract Surgery,Volume,2022,Number of cases,27973.0
Provincial,Alberta,Colorectal Cancer Surgery,50th Percentile,2022,Days,27.0
Provincial,Alberta,Colorectal Cancer Surgery,90th Percentile,2022,Days,67.0
Provincial,Alberta,Colorectal Cancer Surgery,Volume,2022,Number of cases,1407.0
Provincial,Alberta,CT Scan,50th Percentile,2022,Days,16.0
Provincial,Alberta,CT Scan,90th Percentile,2022,Days,88.0
Provincial,Alberta,CT Scan,Volume,2022,Number of cases,143742.0
Provincial,Alberta,Hip Replacement,% Meeting Benchmark,2022,Proportion,43.0
Provincial,Alberta,Hip Replacement,50th Percentile,2022,Days,217.0
Provincial,Alberta,Hip Replacement,90th Percentile,2022,Days,501.0
Provincial,Alberta,Hip Replacement,Volume,2022,Number of cases,5267.0
Provincial,Alberta,Knee Replacement,% Meeting Benchmark,2022,Proportion,32.5
Provincial,Alberta,Knee Replacement,50th Percentile,2022,Days,285.0
Provincial,Alberta,Knee Replacement,90th Percentile,2022,Days,596.0
Provincial,Alberta,Knee Replacement,Volume,2022,Number of cases,7269.0
Provincial,Alberta,Lung Cancer Surgery,50th Percentile,2022,Days,32.0
Provincial,Alberta,Lung Cancer Surgery,90th Percentile,2022,Days,74.0
Provincial,Alberta,Lung Cancer Surgery,Volume,2022,Number of cases,800.0
Provincial,Alberta,MRI Scan,50th Percentile,2022,Days,48.0
Provincial,Alberta,MRI Scan,90th Percentile,2022,Days,182.0
Provincial,Alberta,MRI Scan,Volume,2022,Number of cases,123788.0
Provincial,Alberta,Prostate Cancer Surgery,50th Percentile,2022,Days,75.0
Provincial,Alberta,Prostate Cancer Surgery,90th Percentile,2022,Days,167.0
Provincial,Alberta,Prostate Cancer Surgery,Volume,2022,Number of cases,1053.0
Provincial,Alberta,Radiation Therapy,% Meeting Benchmark,2022,Proportion,95.7
Provincial,Alberta,Radiation Therapy,50th Percentile,2022,Days,10.0
Provincial,Alberta,Radiation Therapy,90th Percentile,2022,Days,22.0
Provincial,Alberta,Radiation Therapy,Volume,2022,Number of cases,9022.0
Provincial,British Columbia,Bladder Cancer Surgery,50th Percentile,2022,Days,25.0
Provincial,British Columbia,Bladder Cancer Surgery,90th Percentile,2022,Days,61.0
Provincial,British Columbia,Bladder Cancer Surgery,Volume,2022,Number of cases,3804.0
Provincial,British Columbia,Breast Cancer Surgery,50th Percentile,2022,Days,20.0
Provincial,British Columbia,Breast Cancer Surgery,90th Percentile,2022,Days,45.0
Provincial,British Columbia,Breast Cancer Surgery,Volume,2022,Number of cases,4626.0
Provincial,British Columbia,CABG,50th Percentile,2022,Days,9.0
Provincial,British Columbia,CABG,90th Percentile,2022,Days,106.0
Provincial,British Columbia,CABG,Volume,2022,Number of cases,1742.0
Provincial,British Columbia,Cataract Surgery,% Meeting Benchmark,2022,Proportion,81.0
Provincial,British Columbia,Cataract Surgery,50th Percentile,2022,Days,43.0
Provincial,British Columbia,Cataract Surgery,90th Percentile,2022,Days,162.0
Provincial,British Columbia,Cataract Surgery,Volume,2022,Number of cases,75199.0
Provincial,British Columbia,Colorectal Cancer Surgery,50th Percentile,2022,Days,21.0
Provincial,British Columbia,Colorectal Cancer Surgery,90th Percentile,2022,Days,50.0
Provincial,British Columbia,Colorectal Cancer Surgery,Volume,2022,Number of cases,1844.0
Provincial,British Columbia,CT Scan,50th Percentile,2022,Days,23.0
Provincial,British Columbia,CT Scan,90th Percentile,2022,Days,146.0
Provincial,British Columbia,CT Scan,Volume,2022,Number of cases,291709.0
Provincial,British Columbia,Hip Replacement,% Meeting Benchmark,2022,Proportion,61.8
Provincial,British Columbia,Hip Replacement,50th Percentile,2022,Days,145.0
Provincial,British Columbia,Hip Replacement,90th Percentile,2022,Days,333.0
Provincial,British Columbia,Hip Replacement,Volume,2022,Number of cases,7293.0
Provincial,British Columbia,Knee Replacement,% Meeting Benchmark,2022,Proportion,56.3
Provincial,British Columbia,Knee Replacement,50th Percentile,2022,Days,161.0
Provincial,British Columbia,Knee Replacement,90th Percentile,2022,Days,403.0
Provincial,British Columbia,Knee Replacement,Volume,2022,Number of cases,10376.0
Provincial,British Columbia,Lung Cancer Surgery,50th Percentile,2022,Days,21.0
Provincial,British Columbia,Lung Cancer Surgery,90th Percentile,2022,Days,62.0
Provincial,British Columbia,Lung Cancer Surgery,Volume,2022,Number of cases,1020.0
Provincial,British Columbia,MRI Scan,50th Percentile,2022,Days,54.0
Provincial,British Columbia,MRI Scan,90th Percentile,2022,Days,145.0
Provincial,British Columbia,MRI Scan,Volume,2022,Number of cases,192202.0
Provincial,British Columbia,Prostate Cancer Surgery,50th Percentile,2022,Days,41.0
Provincial,British Columbia,Prostate Cancer Surgery,90th Percentile,2022,Days,121.0
Provincial,British Columbia,Prostate Cancer Surgery,Volume,2022,Number of cases,1061.0
Provincial,British Columbia,Radiation Therapy,% Meeting Benchmark,2022,Proportion,83.7
Provincial,British Columbia,Radiation Therapy,50th Percentile,2022,Days,14.0
Provincial,British Columbia,Radiation Therapy,90th Percentile,2022,Days,35.0
Provincial,British Columbia,Radiation Therapy,Volume,2022,Number of cases,13143.0
Provincial,Manitoba,Bladder Cancer Surgery,50th Percentile,2022,Days,N/A
Provincial,Manitoba,Bladder Cancer Surgery,90th Percentile,2022,Days,N/A
Provincial,Manitoba,Bladder Cancer Surgery,Volume,2022,Number of cases,N/A
Provincial,Manitoba,Breast Cancer Surgery,50th Percentile,2022,Days,28.0
Provincial,Manitoba,Breast Cancer Surgery,90th Percentile,2022,Days,63.8
Provincial,Manitoba,Breast Cancer Surgery,Volume,2022,Number of cases,713.0
Provincial,Manitoba,CABG,50th Percentile,2022,Days,12.0
Provincial,Manitoba,CABG,90th Percentile,2022,Days,87.0
Provincial,Manitoba,CABG,Volume,2022,Number of cases,373.0
Provincial,Manitoba,Cataract Surgery,% Meeting Benchmark,2022,Proportion,53.0
Provincial,Manitoba,Cataract Surgery,50th Percentile,2022,Days,100.0
Provincial,Manitoba,Cataract Surgery,90th Percentile,2022,Days,489.0
Provincial,Manitoba,Cataract Surgery,Volume,2022,Number of cases,9511.0
Provincial,Manitoba,Colorectal Cancer Surgery,50th Percentile,2022,Days,N/A
Provincial,Manitoba,Colorectal Cancer Surgery,90th Percentile,2022,Days,N/A
Provincial,Manitoba,Colorectal Cancer Surgery,Volume,2022,Number of cases,N/A
Provincial,Manitoba,CT Scan,50th Percentile,2022,Days,36.0
Provincial,Manitoba,CT Scan,90th Percentile,2022,Days,119.0
Provincial,Manitoba,CT Scan,Volume,2022,Number of cases,69670.0
Provincial,Manitoba,Hip Replacement,% Meeting Benchmark,2022,Proportion,47.5
Provincial,Manitoba,Hip Replacement,50th Percentile,2022,Days,194.0
Provincial,Manitoba,Hip Replacement,90th Percentile,2022,Days,546.2
Provincial,Manitoba,Hip Replacement,Volume,2022,Number of cases,2069.0
Provincial,Manitoba,Knee Replacement,% Meeting Benchmark,2022,Proportion,32.8
Provincial,Manitoba,Knee Replacement,50th Percentile,2022,Days,287.0
Provincial,Manitoba,Knee Replacement,90th Percentile,2022,Days,629.0
Provincial,Manitoba,Knee Replacement,Volume,2022,Number of cases,3133.0
Provincial,Manitoba,Lung Cancer Surgery,50th Percentile,2022,Days,21.0
Provincial,Manitoba,Lung Cancer Surgery,90th Percentile,2022,Days,56.4
Provincial,Manitoba,Lung Cancer Surgery,Volume,2022,Number of cases,279.0
Provincial,Manitoba,MRI Scan,50th Percentile,2022,Days,116.0
Provincial,Manitoba,MRI Scan,90th Percentile,2022,Days,209.0
Provincial,Manitoba,MRI Scan,Volume,2022,Number of cases,36840.0
Provincial,Manitoba,Prostate Cancer Surgery,50th Percentile,2022,Days,N/A
Provincial,Manitoba,Prostate Cancer Surgery,90th Percentile,2022,Days,N/A
Provincial,Manitoba,Prostate Cancer Surgery,Volume,2022,Number of cases,N/A
Provincial,Manitoba,Radiation Therapy,% Meeting Benchmark,2022,Proportion,100.0
Provincial,Manitoba,Radiation Therapy,50th Percentile,2022,Days,16.0
Provincial,Manitoba,Radiation Therapy,90th Percentile,2022,Days,24.0
Provincial,Manitoba,Radiation Therapy,Volume,2022,Number of cases,3684.0
Provincial,New Brunswick,Bladder Cancer Surgery,50th Percentile,2022,Days,24.0
Provincial,New Brunswick,Bladder Cancer Surgery,90th Percentile,2022,Days,54.0
Provincial,New Brunswick,Bladder Cancer Surgery,Volume,2022,Number of cases,527.0
Provincial,New Brunswick,Breast Cancer Surgery,50th Percentile,2022,Days,24.0
Provincial,New Brunswick,Breast Cancer Surgery,90th Percentile,2022,Days,49.0
Provincial,New Brunswick,Breast Cancer Surgery,Volume,2022,Number of cases,778.0
Provincial,New Brunswick,CABG,50th Percentile,2022,Days,9.0
Provincial,New Brunswick,CABG,90th Percentile,2022,Days,136.0
Provincial,New Brunswick,CABG,Volume,2022,Number of cases,444.0
Provincial,New Brunswick,Cataract Surgery,% Meeting Benchmark,2022,Proportion,59.0
Provincial,New Brunswick,Cataract Surgery,50th Percentile,2022,Days,72.0
Provincial,New Brunswick,Cataract Surgery,90th Percentile,2022,Days,327.0
Provincial,New Brunswick,Cataract Surgery,Volume,2022,Number of cases,12763.0
Provincial,New Brunswick,Colorectal Cancer Surgery,50th Percentile,2022,Days,23.0
Provincial,New Brunswick,Colorectal Cancer Surgery,90th Percentile,2022,Days,60.0
Provincial,New Brunswick,Colorectal Cancer Surgery,Volume,2022,Number of cases,444.0
Provincial,New Brunswick,CT Scan,50th Percentile,2022,Days,N/A
Provincial,New Brunswick,CT Scan,90th Percentile,2022,Days,N/A
Provincial,New Brunswick,CT Scan,Volume,2022,Number of cases,N/A
Provincial,New Brunswick,Hip Replacement,% Meeting Benchmark,2022,Proportion,37.0
Provincial,New Brunswick,Hip Replacement,50th Percentile,2022,Days,257.0
Provincial,New Brunswick,Hip Replacement,90th Percentile,2022,Days,503.0
Provincial,New Brunswick,Hip Replacement,Volume,2022,Number of cases,1276.0
Provincial,New Brunswick,Knee Replacement,% Meeting Benchmark,2022,Proportion,28.0
Provincial,New Brunswick,Knee Replacement,50th Percentile,2022,Days,290.0
Provincial,New Brunswick,Knee Replacement,90th Percentile,2022,Days,612.0
Provincial,New Brunswick,Knee Replacement,Volume,2022,Number of cases,1967.0
Provincial,New Brunswick,Lung Cancer Surgery,50th Percentile,2022,Days,33.0
Provincial,New Brunswick,Lung Cancer Surgery,90th Percentile,2022,Days,65.0
Provincial,New Brunswick,Lung Cancer Surgery,Volume,2022,Number of cases,162.0
Provincial,New Brunswick,MRI Scan,50th Percentile,2022,Days,N/A
Provincial,New Brunswick,MRI Scan,90th Percentile,2022,Days,N/A
Provincial,New Brunswick,MRI Scan,Volume,2022,Number of cases,N/A
Provincial,New Brunswick,Prostate Cancer Surgery,50th Percentile,2022,Days,46.0
Provincial,New Brunswick,Prostate Cancer Surgery,90th Percentile,2022,Days,105.0
Provincial,New Brunswick,Prostate Cancer Surgery,Volume,2022,Number of cases,167.0
Provincial,New Brunswick,Radiation Therapy,% Meeting Benchmark,2022,Proportion,96.5
Provincial,New Brunswick,Radiation Therapy,50th Percentile,2022,Days,12.0
Provincial,New Brunswick,Radiation Therapy,90th Percentile,2022,Days,24.0
Provincial,New Brunswick,Radiation Therapy,Volume,2022,Number of cases,2341.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,50th Percentile,2022,Days,24.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,90th Percentile,2022,Days,55.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,Volume,2022,Number of cases,222.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,50th Percentile,2022,Days,20.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,90th Percentile,2022,Days,43.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,Volume,2022,Number of cases,430.0
Provincial,Newfoundland and Labrador,CABG,50th Percentile,2022,Days,13.0
Provincial,Newfoundland and Labrador,CABG,90th Percentile,2022,Days,168.0
Provincial,Newfoundland and Labrador,CABG,Volume,2022,Number of cases,371.0
Provincial,Newfoundland and Labrador,Cataract Surgery,% Meeting Benchmark,2022,Proportion,37.0
Provincial,Newfoundland and Labrador,Cataract Surgery,50th Percentile,2022,Days,153.0
Provincial,Newfoundland and Labrador,Cataract Surgery,90th Percentile,2022,Days,456.0
Provincial,Newfoundland and Labrador,Cataract Surgery,Volume,2022,Number of cases,2527.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,50th Percentile,2022,Days,18.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,90th Percentile,2022,Days,41.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,Volume,2022,Number of cases,336.0
Provincial,Newfoundland and Labrador,CT Scan,50th Percentile,2022,Days,N/A
Provincial,Newfoundland and Labrador,CT Scan,90th Percentile,2022,Days,N/A
Provincial,Newfoundland and Labrador,CT Scan,Volume,2022,Number of cases,92334.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,96.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Days,0.96
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Days,1.79
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,369.0
