reporting_level,province,region,indicator,metric,data_year,unit_of_measurement,indicator_result
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,Volume,2022,Number of cases,41.0
Provincial,Prince Edward Island,,CT Scan,50th Percentile,2022,Days,24.2
Provincial,Prince Edward Island,,CT Scan,90th Percentile,2022,Days,105.2
Provincial,Prince Edward Island,,CT Scan,Volume,2022,Number of cases,5183.0
Provincial,Prince Edward Island,,Hip Fracture Repair,% Meeting Benchmark,2022,Proportion,91.358024691358
Provincial,Prince Edward Island,,Hip Fracture Repair,50th Percentile,2022,Hours,15.3666666666667
Provincial,Prince Edward Island,,Hip Fracture Repair,90th Percentile,2022,Hours,44.75
Provincial,Prince Edward Island,,Hip Fracture Repair,Volume,2022,Number of cases,81.0
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,91.3
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,15.6
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Hours,45.8
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,92.0
Provincial,Prince Edward Island,,Hip Replacement,% Meeting Benchmark,2022,Proportion,53.0
Provincial,Prince Edward Island,,Hip Replacement,50th Percentile,2022,Days,164.4
Provincial,Prince Edward Island,,Hip Replacement,90th Percentile,2022,Days,540.4
Provincial,Prince Edward Island,,Hip Replacement,Volume,2022,Number of cases,83.0
Provincial,Prince Edward Island,,Knee Replacement,% Meeting Benchmark,2022,Proportion,36.4
Provincial,Prince Edward Island,,Knee Replacement,50th Percentile,2022,Days,210.4
Provincial,Prince Edward Island,,Knee Replacement,90th Percentile,2022,Days,533.0
Provincial,Prince Edward Island,,Knee Replacement,Volume,2022,Number of cases,173.0
Provincial,Prince Edward Island,,Lung Cancer Surgery,50th Percentile,2022,Days,N/A
Provincial,Prince Edward Island,,Lung Cancer Surgery,90th Percentile,2022,Days,N/A
Provincial,Prince Edward Island,,Lung Cancer Surgery,Volume,2022,Number of cases,N/A
Provincial,Prince Edward Island,,MRI Scan,50th Percentile,2022,Days,41.2
Provincial,Prince Edward Island,,MRI Scan,90th Percentile,2022,Days,290.7
Provincial,Prince Edward Island,,MRI Scan,Volume,2022,Number of cases,2102.0
Provincial,Prince Edward Island,,Prostate Cancer Surgery,50th Percentile,2022,Days,N/A
Provincial,Prince Edward Island,,Prostate Cancer Surgery,90th Percentile,2022,Days,N/A
Provincial,Prince Edward Island,,Prostate Cancer Surgery,Volume,2022,Number of cases,N/A
Provincial,Prince Edward Island,,Radiation Therapy,% Meeting Benchmark,2022,Proportion,95.0
Provincial,Prince Edward Island,,Radiation Therapy,50th Percentile,2022,Days,13.0
Provincial,Prince Edward Island,,Radiation Therapy,90th Percentile,2022,Days,27.0
Provincial,Prince Edward Island,,Radiation Therapy,Volume,2022,Number of cases,258.0
Provincial,Quebec,,Bladder Cancer Surgery,50th Percentile,2022,Days,29.0
Provincial,Quebec,,Bladder Cancer Surgery,90th Percentile,2022,Days,61.0
Provincial,Quebec,,Bladder Cancer Surgery,Volume,2022,Number of cases,2949.0
Provincial,Quebec,,Breast Cancer Surgery,50th Percentile,2022,Days,25.0
Provincial,Quebec,,Breast Cancer Surgery,90th Percentile,2022,Days,49.0
Provincial,Quebec,,Breast Cancer Surgery,Volume,2022,Number of cases,4017.0
Provincial,Quebec,,CABG,50th Percentile,2022,Days,N/A
Provincial,Quebec,,CABG,90th Percentile,2022,Days,N/A
Provincial,Quebec,,CABG,Volume,2022,Number of cases,2845.0
Provincial,Quebec,,Cataract Surgery,% Meeting Benchmark,2022,Proportion,68.3
Provincial,Quebec,,Cataract Surgery,50th Percentile,2022,Days,65.0
Provincial,Quebec,,Cataract Surgery,90th Percentile,2022,Days,249.0
Provincial,Quebec,,Cataract Surgery,Volume,2022,Number of cases,39331.0
Provincial,Quebec,,Colorectal Cancer Surgery,50th Percentile,2022,Days,24.0
Provincial,Quebec,,Colorectal Cancer Surgery,90th Percentile,2022,Days,49.0
Provincial,Quebec,,Colorectal Cancer Surgery,Volume,2022,Number of cases,1725.0
Provincial,Quebec,,CT Scan,50th Percentile,2022,Days,N/A
Provincial,Quebec,,CT Scan,90th Percentile,2022,Days,N/A
Provincial,Quebec,,CT Scan,Volume,2022,Number of cases,N/A
Provincial,Quebec,,Hip Fracture Repair,% Meeting Benchmark,2022,Proportion,N/A
Provincial,Quebec,,Hip Fracture Repair,50th Percentile,2022,Hours,N/A
Provincial,Quebec,,Hip Fracture Repair,90th Percentile,2022,Hours,N/A
Provincial,Quebec,,Hip Fracture Repair,Volume,2022,Number of cases,N/A
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,N/A
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,N/A
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Hours,N/A
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,N/A
Provincial,Quebec,,Hip Replacement,% Meeting Benchmark,2022,Proportion,45.2
Provincial,Quebec,,Hip Replacement,50th Percentile,2022,Days,203.0
Provincial,Quebec,,Hip Replacement,90th Percentile,2022,Days,469.0
Provincial,Quebec,,Hip Replacement,Volume,2022,Number of cases,3674.0
Provincial,Quebec,,Knee Replacement,% Meeting Benchmark,2022,Proportion,31.7
Provincial,Quebec,,Knee Replacement,50th Percentile,2022,Days,266.0
Provincial,Quebec,,Knee Replacement,90th Percentile,2022,Days,592.0
Provincial,Quebec,,Knee Replacement,Volume,2022,Number of cases,5151.0
Provincial,Quebec,,Lung Cancer Surgery,50th Percentile,2022,Days,27.0
Provincial,Quebec,,Lung Cancer Surgery,90th Percentile,2022,Days,60.0
Provincial,Quebec,,Lung Cancer Surgery,Volume,2022,Number of cases,1182.0
Provincial,Quebec,,MRI Scan,50th Percentile,2022,Days,N/A
Provincial,Quebec,,MRI Scan,90th Percentile,2022,Days,N/A
Provincial,Quebec,,MRI Scan,Volume,2022,Number of cases,N/A
Provincial,Quebec,,Prostate Cancer Surgery,50th Percentile,2022,Days,46.0
Provincial,Quebec,,Prostate Cancer Surgery,90th Percentile,2022,Days,84.0
Provincial,Quebec,,Prostate Cancer Surgery,Volume,2022,Number of cases,711.0
Provincial,Quebec,,Radiation Therapy,% Meeting Benchmark,2022,Proportion,98.0
Provincial,Quebec,,Radiation Therapy,50th Percentile,2022,Days,N/A
Provincial,Quebec,,Radiation Therapy,90th Percentile,2022,Days,N/A
Provincial,Quebec,,Radiation Therapy,Volume,2022,Number of cases,12752.0
Provincial,Saskatchewan,,Bladder Cancer Surgery,50th Percentile,2022,Days,15.0
Provincial,Saskatchewan,,Bladder Cancer Surgery,90th Percentile,2022,Days,35.0
Provincial,Saskatchewan,,Bladder Cancer Surgery,Volume,2022,Number of cases,323.0
Provincial,Saskatchewan,,Breast Cancer Surgery,50th Percentile,2022,Days,23.0
Provincial,Saskatchewan,,Breast Cancer Surgery,90th Percentile,2022,Days,56.0
Provincial,Saskatchewan,,Breast Cancer Surgery,Volume,2022,Number of cases,428.0
Provincial,Saskatchewan,,CABG,50th Percentile,2022,Days,5.0
Provincial,Saskatchewan,,CABG,90th Percentile,2022,Days,48.0
Provincial,Saskatchewan,,CABG,Volume,2022,Number of cases,159.0
Provincial,Saskatchewan,,Cataract Surgery,% Meeting Benchmark,2022,Proportion,63.1160220994475
Provincial,Saskatchewan,,Cataract Surgery,50th Percentile,2022,Days,77.0
Provincial,Saskatchewan,,Cataract Surgery,90th Percentile,2022,Days,267.0
Provincial,Saskatchewan,,Cataract Surgery,Volume,2022,Number of cases,4525.0
Provincial,Saskatchewan,,Colorectal Cancer Surgery,50th Percentile,2022,Days,24.0
Provincial,Saskatchewan,,Colorectal Cancer Surgery,90th Percentile,2022,Days,63.0
Provincial,Saskatchewan,,Colorectal Cancer Surgery,Volume,2022,Number of cases,176.0
Provincial,Saskatchewan,,CT Scan,50th Percentile,2022,Days,31.0
Provincial,Saskatchewan,,CT Scan,90th Percentile,2022,Days,152.0
Provincial,Saskatchewan,,CT Scan,Volume,2022,Number of cases,25974.0
Provincial,Saskatchewan,,Hip Fracture Repair,% Meeting Benchmark,2022,Proportion,81.1068702290076
Provincial,Saskatchewan,,Hip Fracture Repair,50th Percentile,2022,Hours,31.7416666666667
Provincial,Saskatchewan,,Hip Fracture Repair,90th Percentile,2022,Hours,62.2
Provincial,Saskatchewan,,Hip Fracture Repair,Volume,2022,Number of cases,524.0
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,N/A
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,N/A
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Hours,N/A
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,N/A
Provincial,Saskatchewan,,Hip Replacement,% Meeting Benchmark,2022,Proportion,34.3189964157706
Provincial,Saskatchewan,,Hip Replacement,50th Percentile,2022,Days,309.0
Provincial,Saskatchewan,,Hip Replacement,90th Percentile,2022,Days,725.5
Provincial,Saskatchewan,,Hip Replacement,Volume,2022,Number of cases,1116.0
Provincial,Saskatchewan,,Knee Replacement,% Meeting Benchmark,2022,Proportion,23.3774038461538
Provincial,Saskatchewan,,Knee Replacement,50th Percentile,2022,Days,466.5
Provincial,Saskatchewan,,Knee Replacement,90th Percentile,2022,Days,831.0
Provincial,Saskatchewan,,Knee Replacement,Volume,2022,Number of cases,1664.0
Provincial,Saskatchewan,,Lung Cancer Surgery,50th Percentile,2022,Days,19.0
Provincial,Saskatchewan,,Lung Cancer Surgery,90th Percentile,2022,Days,40.0
Provincial,Saskatchewan,,Lung Cancer Surgery,Volume,2022,Number of cases,69.0
Provincial,Saskatchewan,,MRI Scan,50th Percentile,2022,Days,49.0
Provincial,Saskatchewan,,MRI Scan,90th Percentile,2022,Days,181.0
Provincial,Saskatchewan,,MRI Scan,Volume,2022,Number of cases,11707.0
Provincial,Saskatchewan,,Prostate Cancer Surgery,50th Percentile,2022,Days,54.0
Provincial,Saskatchewan,,Prostate Cancer Surgery,90th Percentile,2022,Days,141.0
Provincial,Saskatchewan,,Prostate Cancer Surgery,Volume,2022,Number of cases,93.0
Provincial,Saskatchewan,,Radiation Therapy,% Meeting Benchmark,2022,Proportion,97.91
Provincial,Saskatchewan,,Radiation Therapy,50th Percentile,2022,Days,7.0
Provincial,Saskatchewan,,Radiation Therapy,90th Percentile,2022,Days,20.0
Provincial,Saskatchewan,,Radiation Therapy,Volume,2022,Number of cases,1293.0
Provincial,Alberta,,Bladder Cancer Surgery,50th Percentile,2023,Days,34.0
Provincial,Alberta,,Bladder Cancer Surgery,90th Percentile,2023,Days,76.0
Provincial,Alberta,,Bladder Cancer Surgery,Volume,2023,Number of cases,1125.0
Provincial,Alberta,,Breast Cancer Surgery,50th Percentile,2023,Days,22.0
Provincial,Alberta,,Breast Cancer Surgery,90th Percentile,2023,Days,44.0
Provincial,Alberta,,Breast Cancer Surgery,Volume,2023,Number of cases,2133.0
Provincial,Alberta,,CABG,50th Percentile,2023,Days,8.0
Provincial,Alberta,,CABG,90th Percentile,2023,Days,78.0
Provincial,Alberta,,CABG,Volume,2023,Number of cases,501.0
Provincial,Alberta,,Cataract Surgery,% Meeting Benchmark,2023,Proportion,61.0
Provincial,Alberta,,Cataract Surgery,50th Percentile,2023,Days,90.0
Provincial,Alberta,,Cataract Surgery,90th Percentile,2023,Days,244.0
Provincial,Alberta,,Cataract Surgery,Volume,2023,Number of cases,14342.0
Provincial,Alberta,,Colorectal Cancer Surgery,50th Percentile,2023,Days,26.0
Provincial,Alberta,,Colorectal Cancer Surgery,90th Percentile,2023,Days,62.0
Provincial,Alberta,,Colorectal Cancer Surgery,Volume,2023,Number of cases,712.0
Provincial,Alberta,,CT Scan,50th Percentile,2023,Days,26.0
Provincial,Alberta,,CT Scan,90th Percentile,2023,Days,93.0
Provincial,Alberta,,CT Scan,Volume,2023,Number of cases,82867.0
Provincial,Alberta,,Hip Fracture Repair,% Meeting Benchmark,2023,Proportion,85.5371900826446
Provincial,Alberta,,Hip Fracture Repair,50th Percentile,2023,Hours,21.3416666666667
Provincial,Alberta,,Hip Fracture Repair,90th Percentile,2023,Hours,57.5666666666667
Provincial,Alberta,,Hip Fracture Repair,Volume,2023,Number of cases,1695.0
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2023,Proportion,76.5806451612903
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023,Hours,29.3833333333333
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2023,Hours,67.3083333333333
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,Volume,2023,Number of cases,1550.0
Provincial,Alberta,,Hip Replacement,% Meeting Benchmark,2023,Proportion,58.5
Provincial,Alberta,,Hip Replacement,50th Percentile,2023,Days,140.0
Provincial,Alberta,,Hip Replacement,90th Percentile,2023,Days,459.0
Provincial,Alberta,,Hip Replacement,Volume,2023,Number of cases,2867.0
Provincial,Alberta,,Knee Replacement,% Meeting Benchmark,2023,Proportion,48.7
Provincial,Alberta,,Knee Replacement,50th Percentile,2023,Days,188.0
Provincial,Alberta,,Knee Replacement,90th Percentile,2023,Days,540.0
Provincial,Alberta,,Knee Replacement,Volume,2023,Number of cases,4306.0
Provincial,Alberta,,Lung Cancer Surgery,50th Percentile,2023,Days,31.0
Provincial,Alberta,,Lung Cancer Surgery,90th Percentile,2023,Days,65.0
Provincial,Alberta,,Lung Cancer Surgery,Volume,2023,Number of cases,415.0
Provincial,Alberta,,MRI Scan,50th Percentile,2023,Days,43.0
Provincial,Alberta,,MRI Scan,90th Percentile,2023,Days,147.0
Provincial,Alberta,,MRI Scan,Volume,2023,Number of cases,63589.0
Provincial,Alberta,,Prostate Cancer Surgery,50th Percentile,2023,Days,57.0
Provincial,Alberta,,Prostate Cancer Surgery,90th Percentile,2023,Days,150.0
Provincial,Alberta,,Prostate Cancer Surgery,Volume,2023,Number of cases,502.0
Provincial,Alberta,,Radiation Therapy,% Meeting Benchmark,2023,Proportion,96.7
Provincial,Alberta,,Radiation Therapy,50th Percentile,2023,Days,9.8
Provincial,Alberta,,Radiation Therapy,90th Percentile,2023,Days,21.0
Provincial,Alberta,,Radiation Therapy,Volume,2023,Number of cases,5016.0
Provincial,British Columbia,,Bladder Cancer Surgery,50th Percentile,2023,Days,24.0
Provincial,British Columbia,,Bladder Cancer Surgery,90th Percentile,2023,Days,55.0
Provincial,British Columbia,,Bladder Cancer Surgery,Volume,2023,Number of cases,2052.0
Provincial,British Columbia,,Breast Cancer Surgery,50th Percentile,2023,Days,20.0
Provincial,British Columbia,,Breast Cancer Surgery,90th Percentile,2023,Days,46.0
Provincial,British Columbia,,Breast Cancer Surgery,Volume,2023,Number of cases,2313.0
Provincial,British Columbia,,CABG,50th Percentile,2023,Days,9.0
Provincial,British Columbia,,CABG,90th Percentile,2023,Days,78.0
Provincial,British Columbia,,CABG,Volume,2023,Number of cases,850.0
Provincial,British Columbia,,Cataract Surgery,% Meeting Benchmark,2023,Proportion,82.9
Provincial,British Columbia,,Cataract Surgery,50th Percentile,2023,Days,41.0
Provincial,British Columbia,,Cataract Surgery,90th Percentile,2023,Days,153.0
Provincial,British Columbia,,Cataract Surgery,Volume,2023,Number of cases,37553.0
Provincial,British Columbia,,Colorectal Cancer Surgery,50th Percentile,2023,Days,20.0
Provincial,British Columbia,,Colorectal Cancer Surgery,90th Percentile,2023,Days,49.0
Provincial,British Columbia,,Colorectal Cancer Surgery,Volume,2023,Number of cases,959.0
Provincial,British Columbia,,CT Scan,50th Percentile,2023,Days,28.0
Provincial,British Columbia,,CT Scan,90th Percentile,2023,Days,180.0
Provincial,British Columbia,,CT Scan,Volume,2023,Number of cases,156612.0
Provincial,British Columbia,,Hip Fracture Repair,% Meeting Benchmark,2023,Proportion,72.0
Provincial,British Columbia,,Hip Fracture Repair,50th Percentile,2023,Hours,35.0
Provincial,British Columbia,,Hip Fracture Repair,90th Percentile,2023,Hours,71.0
Provincial,British Columbia,,Hip Fracture Repair,Volume,2023,Number of cases,2665.0
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2023,Proportion,N/A
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023,Hours,N/A
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2023,Hours,N/A
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,Volume,2023,Number of cases,N/A
Provincial,British Columbia,,Hip Replacement,% Meeting Benchmark,2023,Proportion,64.6
Provincial,British Columbia,,Hip Replacement,50th Percentile,2023,Days,120.0
Provincial,British Columbia,,Hip Replacement,90th Percentile,2023,Days,346.0
Provincial,British Columbia,,Hip Replacement,Volume,2023,Number of cases,3704.0
Provincial,British Columbia,,Knee Replacement,% Meeting Benchmark,2023,Proportion,57.3
Provincial,British Columbia,,Knee Replacement,50th Percentile,2023,Days,156.0
Provincial,British Columbia,,Knee Replacement,90th Percentile,2023,Days,403.0
Provincial,British Columbia,,Knee Replacement,Volume,2023,Number of cases,5560.0
Provincial,British Columbia,,Lung Cancer Surgery,50th Percentile,2023,Days,28.0
Provincial,British Columbia,,Lung Cancer Surgery,90th Percentile,2023,Days,67.0
Provincial,British Columbia,,Lung Cancer Surgery,Volume,2023,Number of cases,546.0
Provincial,British Columbia,,MRI Scan,50th Percentile,2023,Days,72.0
Provincial,British Columbia,,MRI Scan,90th Percentile,2023,Days,159.0
Provincial,British Columbia,,MRI Scan,Volume,2023,Number of cases,98794.0
Provincial,British Columbia,,Prostate Cancer Surgery,50th Percentile,2023,Days,40.0
Provincial,British Columbia,,Prostate Cancer Surgery,90th Percentile,2023,Days,121.0
Provincial,British Columbia,,Prostate Cancer Surgery,Volume,2023,Number of cases,503.0
Provincial,British Columbia,,Radiation Therapy,% Meeting Benchmark,2023,Proportion,72.2545943523084
Provincial,British Columbia,,Radiation Therapy,50th Percentile,2023,Days,18.0
Provincial,British Columbia,,Radiation Therapy,90th Percentile,2023,Days,55.0
Provincial,British Columbia,,Radiation Therapy,Volume,2023,Number of cases,6693.0
Provincial,Manitoba,,Bladder Cancer Surgery,50th Percentile,2023,Days,N/A
Provincial,Manitoba,,Bladder Cancer Surgery,90th Percentile,2023,Days,N/A
Provincial,Manitoba,,Bladder Cancer Surgery,Volume,2023,Number of cases,N/A
Provincial,Manitoba,,Breast Cancer Surgery,50th Percentile,2023,Days,28.0
Provincial,Manitoba,,Breast Cancer Surgery,90th Percentile,2023,Days,59.2000000000001
Provincial,Manitoba,,Breast Cancer Surgery,Volume,2023,Number of cases,355.0
Provincial,Manitoba,,CABG,50th Percentile,2023,Days,11.0
Provincial,Manitoba,,CABG,90th Percentile,2023,Days,58.0
Provincial,Manitoba,,CABG,Volume,2023,Number of cases,131.0
Provincial,Manitoba,,Cataract Surgery,% Meeting Benchmark,2023,Proportion,63.0
Provincial,Manitoba,,Cataract Surgery,50th Percentile,2023,Days,75.0
Provincial,Manitoba,,Cataract Surgery,90th Percentile,2023,Days,371.0
Provincial,Manitoba,,Cataract Surgery,Volume,2023,Number of cases,4418.0
Provincial,Manitoba,,Colorectal Cancer Surgery,50th Percentile,2023,Days,N/A
Provincial,Manitoba,,Colorectal Cancer Surgery,90th Percentile,2023,Days,N/A
Provincial,Manitoba,,Colorectal Cancer Surgery,Volume,2023,Number of cases,N/A
Provincial,Manitoba,,CT Scan,50th Percentile,2023,Days,36.0
Provincial,Manitoba,,CT Scan,90th Percentile,2023,Days,130.0
Provincial,Manitoba,,CT Scan,Volume,2023,Number of cases,27060.0
Provincial,Manitoba,,Hip Fracture Repair,% Meeting Benchmark,2023,Proportion,88.0
Provincial,Manitoba,,Hip Fracture Repair,50th Percentile,2023,Hours,21.0
Provincial,Manitoba,,Hip Fracture Repair,90th Percentile,2023,Hours,52.0
Provincial,Manitoba,,Hip Fracture Repair,Volume,2023,Number of cases,661.0
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2023,Proportion,N/A
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023,Hours,N/A
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2023,Hours,N/A
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,Volume,2023,Number of cases,N/A
Provincial,Manitoba,,Hip Replacement,% Meeting Benchmark,2023,Proportion,58.6936522539099
Provincial,Manitoba,,Hip Replacement,50th Percentile,2023,Days,154.0
Provincial,Manitoba,,Hip Replacement,90th Percentile,2023,Days,511.4
Provincial,Manitoba,,Hip Replacement,Volume,2023,Number of cases,1087.0
Provincial,Manitoba,,Knee Replacement,% Meeting Benchmark,2023,Proportion,44.2819843342037
Provincial,Manitoba,,Knee Replacement,50th Percentile,2023,Days,215.0
Provincial,Manitoba,,Knee Replacement,90th Percentile,2023,Days,647.2
Provincial,Manitoba,,Knee Replacement,Volume,2023,Number of cases,1915.0
Provincial,Manitoba,,Lung Cancer Surgery,50th Percentile,2023,Days,30.5
Provincial,Manitoba,,Lung Cancer Surgery,90th Percentile,2023,Days,72.9
Provincial,Manitoba,,Lung Cancer Surgery,Volume,2023,Number of cases,142.0
Provincial,Manitoba,,MRI Scan,50th Percentile,2023,Days,110.0
Provincial,Manitoba,,MRI Scan,90th Percentile,2023,Days,280.0
Provincial,Manitoba,,MRI Scan,Volume,2023,Number of cases,18717.0
Provincial,Manitoba,,Prostate Cancer Surgery,50th Percentile,2023,Days,N/A
Provincial,Manitoba,,Prostate Cancer Surgery,90th Percentile,2023,Days,N/A
Provincial,Manitoba,,Prostate Cancer Surgery,Volume,2023,Number of cases,N/A
Provincial,Manitoba,,Radiation Therapy,% Meeting Benchmark,2023,Proportion,100.0
Provincial,Manitoba,,Radiation Therapy,50th Percentile,2023,Days,17.0
Provincial,Manitoba,,Radiation Therapy,90th Percentile,2023,Days,25.0
Provincial,Manitoba,,Radiation Therapy,Volume,2023,Number of cases,1918.0
Provincial,New Brunswick,,Bladder Cancer Surgery,50th Percentile,2023,Days,24.0
Provincial,New Brunswick,,Bladder Cancer Surgery,90th Percentile,2023,Days,57.0
Provincial,New Brunswick,,Bladder Cancer Surgery,Volume,2023,Number of cases,284.0
Provincial,New Brunswick,,Breast Cancer Surgery,50th Percentile,2023,Days,23.0
Provincial,New Brunswick,,Breast Cancer Surgery,90th Percentile,2023,Days,55.0
Provincial,New Brunswick,,Breast Cancer Surgery,Volume,2023,Number of cases,386.0
Provincial,New Brunswick,,CABG,50th Percentile,2023,Days,9.0
Provincial,New Brunswick,,CABG,90th Percentile,2023,Days,132.0
Provincial,New Brunswick,,CABG,Volume,2023,Number of cases,215.0
Provincial,New Brunswick,,Cataract Surgery,% Meeting Benchmark,2023,Proportion,66.0
Provincial,New Brunswick,,Cataract Surgery,50th Percentile,2023,Days,49.0
Provincial,New Brunswick,,Cataract Surgery,90th Percentile,2023,Days,317.0
Provincial,New Brunswick,,Cataract Surgery,Volume,2023,Number of cases,6163.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,50th Percentile,2023,Days,23.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,90th Percentile,2023,Days,54.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,Volume,2023,Number of cases,242.0
Provincial,New Brunswick,,CT Scan,50th Percentile,2023,Days,N/A
Provincial,New Brunswick,,CT Scan,90th Percentile,2023,Days,N/A
Provincial,New Brunswick,,CT Scan,Volume,2023,Number of cases,N/A
Provincial,New Brunswick,,Hip Fracture Repair,% Meeting Benchmark,2023,Proportion,84.2920353982301
Provincial,New Brunswick,,Hip Fracture Repair,50th Percentile,2023,Hours,22.0
Provincial,New Brunswick,,Hip Fracture Repair,90th Percentile,2023,Hours,59.0
Provincial,New Brunswick,,Hip Fracture Repair,Volume,2023,Number of cases,488.0
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2023,Proportion,N/A
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023,Hours,N/A
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2023,Hours,N/A
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,Volume,2023,Number of cases,N/A
Provincial,New Brunswick,,Hip Replacement,% Meeting Benchmark,2023,Proportion,42.0
Provincial,New Brunswick,,Hip Replacement,50th Percentile,2023,Days,229.0
Provincial,New Brunswick,,Hip Replacement,90th Percentile,2023,Days,408.0
Provincial,New Brunswick,,Hip Replacement,Volume,2023,Number of cases,658.0
Provincial,New Brunswick,,Knee Replacement,% Meeting Benchmark,2023,Proportion,38.0
Provincial,New Brunswick,,Knee Replacement,50th Percentile,2023,Days,226.0
Provincial,New Brunswick,,Knee Replacement,90th Percentile,2023,Days,522.0
Provincial,New Brunswick,,Knee Replacement,Volume,2023,Number of cases,1118.0
Provincial,New Brunswick,,Lung Cancer Surgery,50th Percentile,2023,Days,40.0
Provincial,New Brunswick,,Lung Cancer Surgery,90th Percentile,2023,Days,77.0
Provincial,New Brunswick,,Lung Cancer Surgery,Volume,2023,Number of cases,89.0
Provincial,New Brunswick,,MRI Scan,50th Percentile,2023,Days,N/A
Provincial,New Brunswick,,MRI Scan,90th Percentile,2023,Days,N/A
Provincial,New Brunswick,,MRI Scan,Volume,2023,Number of cases,N/A
Provincial,New Brunswick,,Prostate Cancer Surgery,50th Percentile,2023,Days,57.0
Provincial,New Brunswick,,Prostate Cancer Surgery,90th Percentile,2023,Days,120.0
Provincial,New Brunswick,,Prostate Cancer Surgery,Volume,2023,Number of cases,91.0
Provincial,New Brunswick,,Radiation Therapy,% Meeting Benchmark,2023,Proportion,92.5
Provincial,New Brunswick,,Radiation Therapy,50th Percentile,2023,Days,12.0
Provincial,New Brunswick,,Radiation Therapy,90th Percentile,2023,Days,26.0
Provincial,New Brunswick,,Radiation Therapy,Volume,2023,Number of cases,1226.0
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,50th Percentile,2023,Days,28.0
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,90th Percentile,2023,Days,48.0
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,Volume,2023,Number of cases,93.0
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,50th Percentile,2023,Days,22.0
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,90th Percentile,2023,Days,50.0
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,Volume,2023,Number of cases,221.0
Provincial,Newfoundland and Labrador,,CABG,50th Percentile,2023,Days,15.0
Provincial,Newfoundland and Labrador,,CABG,90th Percentile,2023,Days,105.0
Provincial,Newfoundland and Labrador,,CABG,Volume,2023,Number of cases,168.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,% Meeting Benchmark,2023,Proportion,43.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,50th Percentile,2023,Days,132.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,90th Percentile,2023,Days,351.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,Volume,2023,Number of cases,1225.0
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,50th Percentile,2023,Days,15.0
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,90th Percentile,2023,Days,36.0
